ComponentCode,ComponentModel,ComponentSpecification,StockCount,ERPComponentName,ComponentType,ComponentLibraryType,SortableValueMagnitude,SortableValueUnit
C208078,FRH1207B-330MT,"SMD,4.4x4.2x1.8mm",4,33uH ±20% 3A 65mΩ,Power Inductors,expand,33,microhenry
C427321,HCMA0703-330-R,SMD,3,33uH ±20% 1.8A 220mΩ,Power Inductors,expand,33,microhenry
C439290,GCDA0650-330MC,SMD,3,33uH ±20% 2.3A 176mΩ,Power Inductors,expand,33,microhenry
C138612,CLF6045NIT-330M-D,SMD,3,33uH ±20% 1.1A 120mΩ,Power Inductors,expand,33,microhenry
C187348,ASPI-104S-330M-T,SMD,3,33uH ±20% 2.2A 93mΩ,Power Inductors,expand,33,microhenry
C163610,SMDRS1045-330N,SMD,2,33uH ±30% 1.6A 82mΩ,Power Inductors,expand,33,microhenry
C2936102,CDRH104NP-330MC,"SMD,9.8x8.9x5mm",1,33uH,Power Inductors,expand,33,microhenry
C160960,B1047AS-330M=P3,2929,1,33uH ±20% 1.5A 170mΩ,Power Inductors,expand,33,microhenry
C87557,NLCV32T-331K-PF,1210,11528,330uH ±10% 12.3Ω,Inductors (SMD),expand,330,microhenry
C397815,SLD10D40S331MTT,SMD,3026,330uH ±20% 700mA 1.09Ω,Power Inductors,expand,330,microhenry
C576567,YP0302-331M,"SMD,3.5x3x2.1mm",2980,330uH ±20% 120mA 7Ω,Power Inductors,expand,330,microhenry
C441845,CDRH8D43RT125NP-331MC,SMD,2949,330uH ±20% 480mA 1.068Ω,Power Inductors,expand,330,microhenry
C10170,SMDRH105R-331MT,SMD,2641,330uH ±20% 600mA 780mΩ,Power Inductors,expand,330,microhenry
C370437,SPH4018H331MT,SMD,2239,330uH ±20% 200mA 4.9Ω,Power Inductors,expand,330,microhenry
C2826631,CD32-331M,SMD,2139,330uH ±20% 100mA 10.19Ω,Power Inductors,expand,330,microhenry
C467127,SMNR4030-331MT,SMD,2088,330uH ±20% 300mA,Power Inductors,expand,330,microhenry
C10124,SM5845-331MT,SMD,1947,330uH ±20%,Power Inductors,expand,330,microhenry
C10157,SM7850-331MT,SMD,1898,330uH ±20% 400mA 1.13Ω,Power Inductors,expand,330,microhenry
C341041,YNR5040-331M,"SMD,5x5x4mm",1860,330uH ±20% 400mA 2.1Ω,Power Inductors,expand,330,microhenry
C324122,PCD0302MT331,SMD,1771,330uH ±20% 90mA 10.19Ω,Power Inductors,expand,330,microhenry
C326208,SMTDR32-331M,SMD,1760,330uH ±20% 90mA 9.5Ω,Power Inductors,expand,330,microhenry
C10146,SMDRH104R-331MT,SMD,1572,330uH ±20% 520mA 1.09Ω,Power Inductors,expand,330,microhenry
C576576,YP0402-331M,"SMD,4.5x4x2mm",1568,330uH ±20% 200mA 5.3Ω,Power Inductors,expand,330,microhenry
C324228,PCD0403MT331,SMD,1490,330uH ±20% 168mA 3.76Ω,Power Inductors,expand,330,microhenry
C436432,PSPCAQ54-331M,"SMD,5.2x5.8x4.5mm",1369,330uH ±20% 280mA 1.7Ω,Power Inductors,expand,330,microhenry
C501933,VLS6045EX-331M,"SMD,6x6mm",1240,330uH ±20% 470mA 1.44Ω,Power Inductors,expand,330,microhenry
C167983,FNR5040S331MT,"SMD,5x5x4mm",1209,330uH ±20% 400mA 2.73mΩ,Power Inductors,expand,330,microhenry
C280650,SDT0402T-331M-N,SMD,1192,330uH ±20% 160mA 2.9Ω,Power Inductors,expand,330,microhenry
C163581,SMDRS7045-331M,SMD,1160,330uH ±20% 250mA 740mΩ,Power Inductors,expand,330,microhenry
C18070,MS104R-331MT,SMD,1009,330uH ±20% 700mA 1.09Ω,Power Inductors,expand,330,microhenry
C307651,CLF6045T-331M-D,SMD,965,330uH ±20% 440mA 970mΩ,Power Inductors,expand,330,microhenry
C127743,SWRH0704B-331MT,SMD,948,330uH ±20% 320mA 1.86Ω,Power Inductors,expand,330,microhenry
C324192,PCD0302KT331,SMD,890,330uH ±10% 90mA 10.19Ω,Power Inductors,expand,330,microhenry
C241257,SMRH105R-331N(f),SMD,800,330uH ±30%,Power Inductors,expand,330,microhenry
C411923,SLF0504-331KTT,SMD,778,330uH ±10% 280mA 1.7Ω,Power Inductors,expand,330,microhenry
C411924,SLF1005-331KTT,SMD,761,330uH ±10% 520mA 1.15Ω,Power Inductors,expand,330,microhenry
C187231,ASPI-0403S-331M-T,SMD,655,330uH ±20% 200mA 1.4Ω,Power Inductors,expand,330,microhenry
C693880,YSLF1045-331M,"SMD,10.1x10.1x4.5mm",632,330uH ±20% 540mA 816mΩ,Power Inductors,expand,330,microhenry
C411920,SLF0705-331KTT,SMD,619,330uH ±10% 400mA 1.26Ω,Power Inductors,expand,330,microhenry
C405132,CMLF0403-331KTT,SMD,604,330uH ±10% 280mA 5.3Ω,Power Inductors,expand,330,microhenry
C208084,FRH1207B-331MT,"SMD,4.4x4.2x1.8mm",581,330uH ±20% 950mA 640mΩ,Power Inductors,expand,330,microhenry
C2826703,CD75-331M,SMD,503,330uH ±20% 400mA 1.26Ω,Power Inductors,expand,330,microhenry
C11040,SM1054-331MT,SMD,496,330uH ±20% 520mA 1.15Ω,Power Inductors,expand,330,microhenry
C143231,MS127-331MT,SMD,484,330uH ±20% 950mA 640mΩ,Power Inductors,expand,330,microhenry
C576605,YP0503-331M,"SMD,5.8x5.2x3.2mm",470,330uH ±20% 280mA 3.2Ω,Power Inductors,expand,330,microhenry
C167900,FNR4030S331MT,"SMD,4x4x3mm",457,330uH ±20% 250mA 5.2mΩ,Power Inductors,expand,330,microhenry
C693869,YSLF7045-331M,"SMD,7x7x4.5mm",457,330uH ±20% 250mA 888mΩ,Power Inductors,expand,330,microhenry
C718292,YPRH1205-331M,"SMD,12x12x6mm",445,330uH ±20% 680mA 510mΩ,Power Inductors,expand,330,microhenry
C168099,FNR6045S331MT,"SMD,6x6x4.5mm",409,330uH ±20% 570mA 1.651mΩ,Power Inductors,expand,330,microhenry
C329713,SCDS74T-331M-N,SMD,409,330uH ±20% 320mA 1.86Ω,Power Inductors,expand,330,microhenry
C329820,SLF1045T-331M-N,SMD,378,330uH ±20% 540mA 680mΩ,Power Inductors,expand,330,microhenry
C340233,ASWPA6055S331MT,SMD,352,330uH ±20% 500mA 1.336Ω,Power Inductors,expand,330,microhenry
C168020,FNR6020S331MT,"SMD,6x6x2mm",330,330uH ±20% 330mA 3.419mΩ,Power Inductors,expand,330,microhenry
C970548,YPRH1508-331M,"SMD,15x15x8mm",294,330uH ±20% 1.8A 550mΩ,Power Inductors,expand,330,microhenry
C127796,SWRH1205B-331MT,SMD,287,330uH ±20% 680mA 510mΩ,Power Inductors,expand,330,microhenry
C341086,YNR8040-331M,"SMD,8x8x4.2mm",271,330uH ±20% 640mA 889mΩ,Power Inductors,expand,330,microhenry
C405194,CMLF0705-331KTT,SMD,254,330uH ±10% 400mA 1.26Ω,Power Inductors,expand,330,microhenry
C316437,PIO54-331MT,SMD,232,330uH ±20% 300mA 1.76Ω,Power Inductors,expand,330,microhenry
C439429,GCRH129-331MC,SMD,224,330uH ±20% 1.2A 450mΩ,Power Inductors,expand,330,microhenry
C514824,YPRH104R-331M,"SMD,10.2x10x3.8mm",217,330uH ±20% 700mA 1.09Ω,Power Inductors,expand,330,microhenry
C187418,ASPI-1306T-331M-T,SMD,213,330uH ±20% 1A 560mΩ,Power Inductors,expand,330,microhenry
C127759,SWRH1004B-331MT,SMD,175,330uH ±20% 430mA 1.37Ω,Power Inductors,expand,330,microhenry
C241207,SM1054-331M(f),SMD,112,330uH ±20% 300mA 1.2Ω,Power Inductors,expand,330,microhenry
C168149,FNR8040S331MT,"SMD,8x8x4mm",86,330uH ±20% 640mA 1.156mΩ,Power Inductors,expand,330,microhenry
C492284,CD43YP0403-331M,"SMD,4.5x4x3.2mm",83,330uH ±20% 280mA 5.3Ω,Power Inductors,expand,330,microhenry
C324345,PCD0504MT331,SMD,50,330uH ±20% 320mA 1.82Ω,Power Inductors,expand,330,microhenry
C316438,PIO105-331KT,SMD,49,330uH ±10% 600mA 1.1Ω,Power Inductors,expand,330,microhenry
C439404,GCRH125-331MC,SMD,46,330uH ±20% 680mA 510mΩ,Power Inductors,expand,330,microhenry
C225038,CDRH105RNP-331NC,SMD,23,330uH ±30% 850mA 625mΩ,Power Inductors,expand,330,microhenry
C225062,CDRH104RNP-331NC,SMD,20,330uH ±30% 660mA 810mΩ,Power Inductors,expand,330,microhenry
C280553,LVS606045-331M-N,SMD,20,330uH ±20% 350mA 1.8Ω,Power Inductors,expand,330,microhenry
C340250,ASWPA8050S331MT,SMD,19,330uH ±20% 600mA 914mΩ,Power Inductors,expand,330,microhenry
C223338,LB2518T331K,SMD,15,330uH ±10% 30mA,Power Inductors,expand,330,microhenry
C250211,NL453232T-331J-PF,SMD,14,330uH ±5% 85mA,Power Inductors,expand,330,microhenry
C138635,CLF7045NIT-331M-D,SMD,8,330uH ±20% 500mA 960mΩ,Power Inductors,expand,330,microhenry
C411918,SLF0403-331KTT,SMD,7,330uH ±10% 280mA 5.3Ω,Power Inductors,expand,330,microhenry
C405163,CMLF0504-331KTT,SMD,6,330uH ±10% 280mA 1.7Ω,Power Inductors,expand,330,microhenry
C223211,CB2518T331M,1007,4,330uH ±20% 40mA,Power Inductors,expand,330,microhenry
C329884,SSL0810T-331M-N,SMD,4,330uH ±20% 600mA 700mΩ,Power Inductors,expand,330,microhenry
C113076,LQH32MN331K23L,1210,3,330uH ±10% 65mA 13Ω,Power Inductors,expand,330,microhenry
C241243,SMRH127-331M(f),SMD,3,330uH ±20% 950mA 640mΩ,Power Inductors,expand,330,microhenry
C324249,PCD0403KT331,SMD,3,330uH ±10% 168mA 3.76Ω,Power Inductors,expand,330,microhenry
C241218,SMRH74-331M(f),SMD,2,330uH ±20% 320mA 2Ω,Power Inductors,expand,330,microhenry
C329722,SCDS104R-331M-N,SMD,2,330uH ±20% 700mA 1.09Ω,Power Inductors,expand,330,microhenry
C182164,SLD10D50S-331MTT,SMD,2,330uH ±20% 730mA 812mΩ,Power Inductors,expand,330,microhenry
C90195,VHF100505H3N6ST,0402,24323,3.6nH ±0.3nH,Inductors (SMD),expand,0.0036000000,microhenry
C237447,LQP03HQ3N6B02D,0201,12291,3.6nH ±0.1nH 170mΩ,Inductors (SMD),expand,0.0036000000,microhenry
C162616,LQP03TN3N6B02D,0201,12045,3.6nH ±0.1nH 300mΩ,Inductors (SMD),expand,0.0036000000,microhenry
C23770,LQP15MN3N6B02D,0402,8910,3.6nH ±0.1nH 500mΩ,Inductors (SMD),expand,0.0036000000,microhenry
C219530,SCC1005C3N6SSP,0402,8800,3.6nH ±0.3nH 220mΩ,Inductors (SMD),expand,0.0036000000,microhenry
C19216,LQG15HS3N6S02D,0402,8345,3.6nH ±0.3nH 140mΩ,Inductors (SMD),expand,0.0036000000,microhenry
C346314,FEC0603CP-3N6G-LRH,0603,7895,3.6nH ±2% 63mΩ,Inductors (SMD),expand,0.0036000000,microhenry
C330839,SCW1005C3N6JST,0402,6680,3.6nH ±5% 63mΩ,Inductors (SMD),expand,0.0036000000,microhenry
C145031,HQ1005C3N6ST,0402,6020,3.6nH ±0.3nH 100mΩ,Inductors (SMD),expand,0.0036000000,microhenry
C237540,LQG15HN3N6S02D,0402,6018,3.6nH ±0.3nH 130mΩ,Inductors (SMD),expand,0.0036000000,microhenry
C142226,CLH1005T-3N6S-S-NP,0402,5600,3.6nH ±0.1nH 150mΩ,Inductors (SMD),expand,0.0036000000,microhenry
C186795,AISC-0402-3N6G-T,"SMD,0.6x1.2mm",5425,3.6nH ±2%,Inductors (SMD),expand,0.0036000000,microhenry
C408158,LQW15AN3N6C10D,0402,5395,3.6nH ±0.2nH 40mΩ,Inductors (SMD),expand,0.0036000000,microhenry
C329632,CLH1005T-3N6S-H,0402,4760,3.6nH ±0.3nH,Inductors (SMD),expand,0.0036000000,microhenry
C395034,FHW0603UC3N6KST,0603,3505,3.6nH ±10%,Inductors (SMD),expand,0.0036000000,microhenry
C370221,SDCL1005C3N6STDFM01,0402,2925,3.6nH ±0.3nH 200mΩ,Inductors (SMD),expand,0.0036000000,microhenry
C370358,SDWL1608CP3N6CSTF,0603,2880,3.6nH ±0.2nH 31mΩ,Inductors (SMD),expand,0.0036000000,microhenry
C89160,HK10053N6S-T,0402,2849,3.6nH ±0.3nH 200mΩ,Inductors (SMD),expand,0.0036000000,microhenry
C395066,VHF100505HQ3N6ST,0402,2200,3.6nH ±0.3nH 200mΩ,Inductors (SMD),expand,0.0036000000,microhenry
C142502,VHF060303H3N6ST,0201,2173,3.6nH ±0.3nH 250mΩ,Inductors (SMD),expand,0.0036000000,microhenry
C189921,LQW18AN3N6C00D,0603,1707,3.6nH ±0.2nH 59mΩ,Inductors (SMD),expand,0.0036000000,microhenry
C334258,SDWL1608C3N6SSTF,0603,1690,3.6nH ±0.3nH 59mΩ,Inductors (SMD),expand,0.0036000000,microhenry
C251783,HSC0603-3N6J-T,0603,867,3.6nH ±5% 63mΩ,Inductors (SMD),expand,0.0036000000,microhenry
C279530,SDCL1005C3N6STDF,0402,549,3.6nH ±0.3nH 200mΩ,Inductors (SMD),expand,0.0036000000,microhenry
C370343,SDWL1608C3N6CSTF,0603,460,3.6nH ±0.2nH 59mΩ,Inductors (SMD),expand,0.0036000000,microhenry
C304270,FHW0603UC3N6JST,0603,56,3.6nH ±5%,Inductors (SMD),expand,0.0036000000,microhenry
C317938,FHW0402UC3N6JST,0402,42,3.6nH ±5% 66mΩ,Inductors (SMD),expand,0.0036000000,microhenry
C412276,LQW15AN3N6G80D,0402,29,3.6nH ±2% 30mΩ,Inductors (SMD),expand,0.0036000000,microhenry
C142227,CLH1005T-3N6S-S,0402,28,3.6nH ±0.3nH 150mΩ,Inductors (SMD),expand,0.0036000000,microhenry
C370237,SDCL1608C3N6STDF,0603,25,3.6nH ±0.3nH,Inductors (SMD),expand,0.0036000000,microhenry
C275287,MLG1005S3N6BT000,0402,23,3.6nH ±0.1nH 90mΩ,Inductors (SMD),expand,0.0036000000,microhenry
C237545,LQW18AN3N6C0ZD,0603,19,3.6nH ±0.2nH 59mΩ,Inductors (SMD),expand,0.0036000000,microhenry
C1330569,LQW15AN3N6G8ZD,0402,19,3.6nH ±2% 30mΩ,Inductors (SMD),expand,0.0036000000,microhenry
C408714,SDWL1608C3N6SSTFM01,0603,10,3.6nH ±0.3nH 59mΩ,Inductors (SMD),expand,0.0036000000,microhenry
C370305,SDWL1005C3N6SSTF,0402,7,3.6nH ±0.3nH 63mΩ,Inductors (SMD),expand,0.0036000000,microhenry
C370319,SDWL1005CP3N6CSTF,0402,5,3.6nH ±0.2nH 45mΩ,Inductors (SMD),expand,0.0036000000,microhenry
C275200,MLG0603P36NHTZ10,0201,24635,36nH ±3% 1.49Ω,Inductors (SMD),expand,0.036000000,microhenry
C330867,SCW1005C36NJST,0402,14945,36nH ±5% 600mΩ,Inductors (SMD),expand,0.036000000,microhenry
C74296,SDCL1005C36NJTDF,0402,10844,36nH ±5%,Inductors (SMD),expand,0.036000000,microhenry
C431685,SDWL1005C36NJSTF,0402,8700,36nH ±5% 600mΩ,Inductors (SMD),expand,0.036000000,microhenry
C95946,SDWL1005C36NGSTF,0402,5342,36nH ±2% 600mΩ,Inductors (SMD),expand,0.036000000,microhenry
C21941,MLI2012-36N(f),0805,2243,36nH ±5% 600mΩ,Inductors (SMD),expand,0.036000000,microhenry
C48589,MLI1608-36N(f),0603,1558,36nH ±5% 700mΩ,Inductors (SMD),expand,0.036000000,microhenry
C317965,FHW0402UC036JST,0402,1536,36nH ±5% 600mΩ,Inductors (SMD),expand,0.036000000,microhenry
C346421,FEC1008CP-36NG-LRH,1008,1500,36nH ±2%,Inductors (SMD),expand,0.036000000,microhenry
C251780,HSC0603-36NJ-T,0603,1440,36nH ±5% 250mΩ,Inductors (SMD),expand,0.036000000,microhenry
C167476,LQW15AN36NG00D,0402,1249,36nH ±2% 630mΩ,Inductors (SMD),expand,0.036000000,microhenry
C316413,SDCL1608C36NJTDF,0603,993,36nH ±5%,Inductors (SMD),expand,0.036000000,microhenry
C346311,FEC0603CP-36NG-LRH,0603,745,36nH ±2% 250mΩ,Inductors (SMD),expand,0.036000000,microhenry
C518884,MLG1005S36NJT000,0402,621,36nH ±5% 620mΩ,Inductors (SMD),expand,0.036000000,microhenry
C395084,VHF160808H36NJT,0603,401,36nH ±5%,Inductors (SMD),expand,0.036000000,microhenry
C113124,LQW18AN36NG00D,0603,353,36nH ±2% 260mΩ,Inductors (SMD),expand,0.036000000,microhenry
C408700,SDWL1005C36NJSTFM01,0402,300,36nH ±5% 630mΩ,Inductors (SMD),expand,0.036000000,microhenry
C395032,FHW0603UC036JST,0603,50,36nH ±5%,Inductors (SMD),expand,0.036000000,microhenry
C361614,SDWL1608C36NJSTFM01,0603,8,36nH ±5%,Inductors (SMD),expand,0.036000000,microhenry
C251948,HQC1008-36NJ-T1,SMD,971,36nH ±5% 1.3A 90mΩ,Power Inductors,expand,0.036000000,microhenry
C913629,LQW15AN36NH00D,0402,22,36nH ±3% 260mA 630mΩ,Power Inductors,expand,0.036000000,microhenry
C316414,SDCL1005CR36JTDF,0402,14210,360nH ±5% 7.5Ω,Inductors (SMD),expand,0.360000000,microhenry
C251841,HSC0805-R36J-T,0805,1986,360nH ±5% 1.45Ω,Inductors (SMD),expand,0.360000000,microhenry
C346447,FEC1008CP-R36G-LRH,1008,1640,360nH ±2% 1.05Ω,Inductors (SMD),expand,0.360000000,microhenry
C285703,MHCI06030-R36M-R8A,SMD,1424,360nH ±20% 20A 3.9mΩ,Power Inductors,expand,0.360000000,microhenry
C237945,BCIHP1040-R36M,SMD,820,360nH ±20%,Power Inductors,expand,0.360000000,microhenry
C526007,FXL1350-R36-M,"SMD,13.45x12.6x4.8mm",619,360nH ±20% 42A 0.74mΩ,Power Inductors,expand,0.360000000,microhenry
C705339,PSPMAA1040H-R36M-ANP,"SMD,10x11.5x4mm",528,360nH ±20% 22A 1.5mΩ,Power Inductors,expand,0.360000000,microhenry
C285787,MHCC10040-R36M-R7,SMD,500,360nH ±20% 34A 1.2mΩ,Power Inductors,expand,0.360000000,microhenry
C408506,MWSA1205S-R36MT,SMD,403,360nH ±20% 42A 0.85mΩ,Power Inductors,expand,0.360000000,microhenry
C380062,MS1350-R36M,SMD,392,360nH ±20% 41A 0.8mΩ,Power Inductors,expand,0.360000000,microhenry
C237958,BCIH1350HC-R36M,SMD,188,360nH ±20% 40A 1.1mΩ,Power Inductors,expand,0.360000000,microhenry
C237946,BCIH1040HC-R36M,SMD,178,360nH ±20%,Power Inductors,expand,0.360000000,microhenry
C524613,FXL1040-R36-M,"SMD,11.5x10x3.8mm",156,360nH ±20% 30A 1.05mΩ,Power Inductors,expand,0.360000000,microhenry
C357245,TMPC1004H-R36MG-D,SMD,44,360nH ±20% 31A 1.05mΩ,Power Inductors,expand,0.360000000,microhenry
C429797,TMAX-1040-R36-M,SMD,18,360nH ±20% 32A 1.13mΩ 消费类,Power Inductors,expand,0.360000000,microhenry
C380040,MS1040-R36M,SMD,17,360nH ±20% 25A 1.05mΩ,Power Inductors,expand,0.360000000,microhenry
C357104,TMPA0603S-R36MN-D,SMD,15,360nH ±20% 20A 3.3mΩ,Power Inductors,expand,0.360000000,microhenry
C408475,MWSA1004S-R36MT,SMD,4,360nH ±20% 30A 1.2mΩ,Power Inductors,expand,0.360000000,microhenry
C241402,YXMAC1040-R36M-ITF,SMD,3,360nH ±20% 30A 1.3mΩ,Power Inductors,expand,0.360000000,microhenry
C367331,PIME104T-R36MS0R765,SMD,2,360nH ±20% 40A 0.76mΩ,Power Inductors,expand,0.360000000,microhenry
C167827,FNR4020S3R6MT,"SMD,4x4x2mm",3000,3.6uH ±20% 1.54A 0.072mΩ,Power Inductors,expand,3.6,microhenry
C167750,FNR3015S3R6MT,"SMD,3x3x1.5mm",1938,3.6uH ±20% 1.2A 0.137mΩ,Power Inductors,expand,3.6,microhenry
C167716,FNR3010S3R6MT,"SMD,3x3x1mm",1889,3.6uH ±20% 900mA 0.215mΩ,Power Inductors,expand,3.6,microhenry
C167871,FNR4030S3R6MT,"SMD,4x4x3mm",1815,3.6uH ±20% 2.4A 0.052mΩ,Power Inductors,expand,3.6,microhenry
C467152,SMNR8040-3R6MT,SMD,1803,3.6uH ±20%,Power Inductors,expand,3.6,microhenry
C142483,SWPA4020S3R6MT,SMD,1696,3.6uH ±20%,Power Inductors,expand,3.6,microhenry
C167696,FNR252012S3R6MT,"SMD,2.5x2x1.2mm",1458,3.6uH ±20% 900mA 0.348mΩ,Power Inductors,expand,3.6,microhenry
C167927,FNR5020S3R6NT,"SMD,5x5x2mm",1110,3.6uH ±30% 2.5A 0.056mΩ,Power Inductors,expand,3.6,microhenry
C168064,FNR6045S3R6NT,"SMD,6x6x4.5mm",1077,3.6uH ±30% 3.7A 0.027mΩ,Power Inductors,expand,3.6,microhenry
C98407,SWPA252012S3R6MT,SMD,1016,3.6uH ±20% 900mA 348mΩ,Power Inductors,expand,3.6,microhenry
C141445,PRS8040-3R6MT,SMD,790,3.6uH ±20%,Power Inductors,expand,3.6,microhenry
C223037,NRS8040T3R6NJGJ,SMD,790,3.6uH ±30% 4.9A 15mΩ,Power Inductors,expand,3.6,microhenry
C167961,FNR5040S3R6MT,"SMD,5x5x4mm",609,3.6uH ±20% 3.3A 0.034mΩ,Power Inductors,expand,3.6,microhenry
C354605,CKCS5040-3.6uH/N,SMD,224,3.6uH ±30%,Power Inductors,expand,3.6,microhenry
C167779,FNR4012S3R6NT,"SMD,4x4x1.2mm",46,3.6uH ±30% 1.12A 143mΩ,Power Inductors,expand,3.6,microhenry
C143836,SWPA8040S3R6NT,SMD,30,3.6uH ±30% 4.35A 22mΩ,Power Inductors,expand,3.6,microhenry
C168119,FNR8040S3R6NT,"SMD,8x8x4mm",25,3.6uH ±30% 4.35A 0.022mΩ,Power Inductors,expand,3.6,microhenry
C167886,FNR4030S360MT,"SMD,4x4x3mm",1567,36uH ±20% 830mA 0.436mΩ,Power Inductors,expand,36,microhenry
C168084,FNR6045S360MT,"SMD,6x6x4.5mm",1270,36uH ±20% 1.4A 0.225mΩ,Power Inductors,expand,36,microhenry
C167735,FNR3012S360MT,"SMD,3x3x1.2mm",650,36uH ±20% 440mA 1.235mΩ,Power Inductors,expand,36,microhenry
C167792,FNR4012S360MT,"SMD,4x4x1.2mm",150,36uH ±20% 400mA 1.17mΩ,Power Inductors,expand,36,microhenry
C168041,FNR6028S360MT,"SMD,6x6x2.8mm",110,36uH ±20% 1.13A 0.28mΩ,Power Inductors,expand,36,microhenry
C918965,SWPA3012S360MT,SMD,60,36uH ±20%,Power Inductors,expand,36,microhenry
C168134,FNR8040S360MT,"SMD,8x8x4mm",29,36uH ±20% 1.75A 0.133mΩ,Power Inductors,expand,36,microhenry
C76775,MLG1005S3N9BT000,0402,193305,3.9nH ±0.1nH 110mΩ,Inductors (SMD),expand,0.0039000000,microhenry
C76756,MLG0603P3N9BTZ10,0201,97736,3.9nH ±0.1nH 220mΩ,Inductors (SMD),expand,0.0039000000,microhenry
C14033,SDCL1005C3N9STDF,0402,30835,3.9nH 200mΩ ±0.3nH,Inductors (SMD),base,0.0039000000,microhenry
C108257,CLH1005T-3N9S-S,0402,20750,3.9nH ±0.3nH 180mΩ,Inductors (SMD),expand,0.0039000000,microhenry
C89442,MLG1005S3N9CT000,0402,14300,3.9nH ±0.2nH 110mΩ,Inductors (SMD),expand,0.0039000000,microhenry
C77123,LQP15MN3N9B02D,0402,10006,3.9nH ±0.1nH 500mΩ,Inductors (SMD),expand,0.0039000000,microhenry
C405019,CMCC1005C3N9SSP,0402,9785,3.9nH ±0.3nH 220mΩ,Inductors (SMD),expand,0.0039000000,microhenry
C279863,SDCL1005C3N9STDFM01,0402,9695,3.9nH ±0.3nH 200mΩ,Inductors (SMD),expand,0.0039000000,microhenry
C142199,CLH1608T-3N9S-S,0603,9331,3.9nH ±0.3nH 140mΩ,Inductors (SMD),expand,0.0039000000,microhenry
C186796,AISC-0402-3N9G-T,"SMD,0.6x1.2mm",9214,3.9nH ±2%,Inductors (SMD),expand,0.0039000000,microhenry
C578020,SCHF201209H3N9ST,0805,8980,3.9nH ±0.3nH 150mΩ,Inductors (SMD),expand,0.0039000000,microhenry
C13818,SDCL1608C3N9STDF,0603,8525,3.9nH ±0.3nH 160mΩ,Inductors (SMD),expand,0.0039000000,microhenry
C219531,SCC1005C3N9SSP,0402,8250,3.9nH ±0.3nH 220mΩ,Inductors (SMD),expand,0.0039000000,microhenry
C404622,MLG1005S3N9BTD25,0402,8086,3.9nH ±0.1nH 110mΩ,Inductors (SMD),expand,0.0039000000,microhenry
C280272,CS0603-3N9J-S,0603,7839,3.9nH ±5% 80mΩ,Inductors (SMD),expand,0.0039000000,microhenry
C370307,SDWL1005C3N9JSTF,0402,7835,3.9nH ±5% 63mΩ,Inductors (SMD),expand,0.0039000000,microhenry
C98062,LQW15AN3N9B00D,0402,7359,3.9nH ±0.1nH 70mΩ,Inductors (SMD),expand,0.0039000000,microhenry
C305126,SDCL1005C3N9CTDF,0402,6550,3.9nH ±0.2nH 200mΩ,Inductors (SMD),expand,0.0039000000,microhenry
C316389,SDWL1005C3N9SSTF,0402,5948,3.9nH ±0.3nH 63mΩ,Inductors (SMD),expand,0.0039000000,microhenry
C907911,LQG15HH3N9B02D,0402,5515,3.9nH ±0.1nH 140mΩ,Inductors (SMD),expand,0.0039000000,microhenry
C98063,LQW15AN3N9C00D,0402,5440,3.9nH ±0.2nH 70mΩ,Inductors (SMD),expand,0.0039000000,microhenry
C502020,MHQ1005P3N9CT000,"SMD,1.0x0.6x0.5mm",4880,3.9nH ±0.2nH 70mΩ,Inductors (SMD),expand,0.0039000000,microhenry
C142225,CLH1005T-3N9S-S-NP,0402,4630,3.9nH ±0.3nH 180mΩ,Inductors (SMD),expand,0.0039000000,microhenry
C113125,LQW18AN3N9D00D,0603,4038,3.9nH ±0.5nH 59mΩ,Inductors (SMD),expand,0.0039000000,microhenry
C329623,CS0402-3N9J-S,0402,3995,3.9nH ±5% 66mΩ,Inductors (SMD),expand,0.0039000000,microhenry
C285959,CS0402-3N9G-S,0402,3915,3.9nH ±2% 66mΩ,Inductors (SMD),expand,0.0039000000,microhenry
C560064,LQG15HS3N9C02D,0402,3910,3.9nH ±0.2nH 140mΩ,Inductors (SMD),expand,0.0039000000,microhenry
C281027,MGCI1608H3N9ST-LF,0603,3826,3.9nH ±0.3nH 140mΩ,Inductors (SMD),expand,0.0039000000,microhenry
C370222,SDCL1005C3N9CTDFM01,0402,3199,3.9nH ±0.2nH,Inductors (SMD),expand,0.0039000000,microhenry
C778433,VHF060303HQ3N9BT02,0201,3145,3.9nH ±0.1nH,Inductors (SMD),expand,0.0039000000,microhenry
C317939,FHW0402UC3N9JST,0402,2913,3.9nH ±5% 66mΩ,Inductors (SMD),expand,0.0039000000,microhenry
C280998,MGCI1005T3N9ST-LF,0402,2650,3.9nH ±0.3nH 210mΩ,Inductors (SMD),expand,0.0039000000,microhenry
C90196,VHF100505HQ3N9ST,0402,2367,3.9nH ±0.3nH 250mΩ,Inductors (SMD),expand,0.0039000000,microhenry
C524461,MLK1005S3N9STD25,0402,2050,3.9nH ±0.3nH,Inductors (SMD),expand,0.0039000000,microhenry
C77109,LQG15HS3N9S02D,0402,1799,3.9nH ±0.3nH 140mΩ,Inductors (SMD),expand,0.0039000000,microhenry
C370223,SDCL1005C3N9STDFM02,0402,1798,3.9nH ±0.3nH,Inductors (SMD),expand,0.0039000000,microhenry
C76792,MLK1005S3N9ST000,0402,1777,3.9nH ±0.3nH 120mΩ,Inductors (SMD),expand,0.0039000000,microhenry
