ComponentCode,ComponentModel,ComponentSpecification,StockCount,ERPComponentName,ComponentType,ComponentLibraryType,SortableValueMagnitude,SortableValueUnit
C701287,LQG15HN1N3S02D,0402,2608,1.3nH ±0.3nH 80mΩ,Inductors (SMD),expand,0.0013000000,microhenry
C279756,SDCL1005C1N3STDF,0402,1952,1.3nH ±0.3nH 100mΩ,Inductors (SMD),expand,0.0013000000,microhenry
C404615,MLG1005S1N3BTD25,0402,230,1.3nH ±0.1nH 40mΩ,Inductors (SMD),expand,0.0013000000,microhenry
C365894,CLH1005T-1N3S-S,0402,200,1.3nH ±0.3nH 100mΩ,Inductors (SMD),expand,0.0013000000,microhenry
C370195,SDCL1005C1N3STDFM01,0402,175,1.3nH ±0.3nH 100mΩ,Inductors (SMD),expand,0.0013000000,microhenry
C91238,LQW15AN1N3C10D,0402,50,1.3nH ±0.2nH 17mΩ,Inductors (SMD),expand,0.0013000000,microhenry
C412260,LQW15AN1N3C80D,0402,6,1.3nH ±0.2nH 12mΩ,Inductors (SMD),expand,0.0013000000,microhenry
C307720,MLG1005S13NJT000,0402,18105,13nH ±5% 260mΩ,Inductors (SMD),expand,0.013000000,microhenry
C167466,LQW15AN13NJ00D,0402,8548,13nH ±5% 210mΩ,Inductors (SMD),expand,0.013000000,microhenry
C341684,LQW15AN13NG00D,0402,7223,13nH ±2% 210mΩ,Inductors (SMD),expand,0.013000000,microhenry
C370289,SDWL1005C13NJSTF,0402,6880,13nH ±5% 180mΩ,Inductors (SMD),expand,0.013000000,microhenry
C703742,LQP03TG13NJ02D,0201,5660,13nH ±5% 1.82Ω,Inductors (SMD),expand,0.013000000,microhenry
C701184,LQW18AN13NG00D,0603,3864,13nH ±2% 130mΩ,Inductors (SMD),expand,0.013000000,microhenry
C317953,FHW0402UC013JST,0402,1643,13nH ±5% 210mΩ,Inductors (SMD),expand,0.013000000,microhenry
C408730,SDWL1608C13NJSTFM01,0603,770,13nH ±5% 130mΩ,Inductors (SMD),expand,0.013000000,microhenry
C370362,SDWL1608CR13GSTF,0603,461,130nH ±2% 750mΩ,Inductors (SMD),expand,0.130000000,microhenry
C408753,SDWL1608CR13JSTFM01,0603,49,130nH ±5% 1.4Ω,Inductors (SMD),expand,0.130000000,microhenry
C695176,VLCF5028T-1R3N2R5-2,SMD,368,1.3uH ±30% 2.56A 19mΩ,Power Inductors,expand,1.3,microhenry
C168056,FNR6045S1R3NT,"SMD,6x6x4.5mm",270,1.3uH ±30% 5.4A 0.013mΩ,Power Inductors,expand,1.3,microhenry
C77114,LQP03TN1N5B02D,0201,14565,1.5nH ±0.1nH 150mΩ,Inductors (SMD),expand,0.0015000000,microhenry
C18221,LQW15AN1N5B00D,0402,11130,1.5nH ±0.1nH 30mΩ,Inductors (SMD),expand,0.0015000000,microhenry
C77106,LQG15HS1N5S02D,0402,9987,1.5nH ±0.3nH 70mΩ,Inductors (SMD),expand,0.0015000000,microhenry
C370197,SDCL1005C1N5BTDFM01,0402,8801,1.5nH ±0.1nH,Inductors (SMD),expand,0.0015000000,microhenry
C90188,VHF100505H1N5ST,0402,8600,1.5nH ±0.3nH 180mΩ,Inductors (SMD),expand,0.0015000000,microhenry
C370198,SDCL1005C1N5STDFM01,0402,8600,1.5nH ±0.3nH 100mΩ,Inductors (SMD),expand,0.0015000000,microhenry
C127312,HCI1005LF-1N5S,0402,8310,1.5nH ±0.3nH 100mΩ,Inductors (SMD),expand,0.0015000000,microhenry
C142494,VHF060303H1N5ST,0201,7080,1.5nH ±0.3nH 130mΩ,Inductors (SMD),expand,0.0015000000,microhenry
C142246,CLH1005T-1N5S-S-NP,0402,7000,1.5nH ±0.3nH 100mΩ,Inductors (SMD),expand,0.0015000000,microhenry
C340346,LQG15HS1N5B02D,0402,6828,1.5nH ±0.1nH 70mΩ,Inductors (SMD),expand,0.0015000000,microhenry
C98763,MLG1005S1N5ST000,0402,5930,1.5nH ±0.3nH 100mΩ,Inductors (SMD),expand,0.0015000000,microhenry
C27146,SDCL1005C1N5STDF,0402,5790,1.5nH ±0.3nH 100mΩ,Inductors (SMD),expand,0.0015000000,microhenry
C360708,MLG1005S1N5BTD25,0402,5427,1.5nH ±0.1nH 60mΩ,Inductors (SMD),expand,0.0015000000,microhenry
C395055,VHF100505HQ1N5ST,0402,4180,1.5nH ±0.3nH 100mΩ,Inductors (SMD),expand,0.0015000000,microhenry
C281022,MGCI1608H1N5ST-LF,0603,4000,1.5nH ±0.3nH 100mΩ,Inductors (SMD),expand,0.0015000000,microhenry
C22223,SDCL1608C1N5STDF,0603,3699,1.5nH ±0.3nH 100mΩ,Inductors (SMD),expand,0.0015000000,microhenry
C381903,VHF201209H1N5ST,0805,3200,1.5nH ±0.3nH 100mΩ,Inductors (SMD),expand,0.0015000000,microhenry
C222660,HK16081N5S-T,0603,3080,1.5nH ±0.3nH 30mΩ,Inductors (SMD),expand,0.0015000000,microhenry
C87175,HK10051N5S-T,0402,2959,1.5nH ±0.3nH 100mΩ,Inductors (SMD),expand,0.0015000000,microhenry
C412025,SCC1608C1N5SSP,0603,2950,1.5nH ±0.3nH 100mΩ,Inductors (SMD),expand,0.0015000000,microhenry
C90201,VHF160808H1N5ST,0603,2280,1.5nH ±0.3nH 100mΩ,Inductors (SMD),expand,0.0015000000,microhenry
C405052,CMCC1608C1N5SSP,0603,1684,1.5nH ±0.3nH 100mΩ,Inductors (SMD),expand,0.0015000000,microhenry
C361695,CH2012H1N5S(f),0805,1643,1.5nH ±0.3nH 100mΩ,Inductors (SMD),expand,0.0015000000,microhenry
C98764,MLG1005S1N5CT000,0402,1485,1.5nH ±0.2nH 60mΩ,Inductors (SMD),expand,0.0015000000,microhenry
C219522,SCC1005C1N5SSP,0402,1145,1.5nH ±0.3nH 130mΩ,Inductors (SMD),expand,0.0015000000,microhenry
C77118,LQP15MN1N5B02D,0402,1028,1.5nH ±0.1nH 200mΩ,Inductors (SMD),expand,0.0015000000,microhenry
C577983,SCHF160808H1N5ST,0603,1000,1.5nH ±0.3nH 100mΩ,Inductors (SMD),expand,0.0015000000,microhenry
C167468,LQW15AN1N5C00D,0402,856,1.5nH ±0.2nH 30mΩ,Inductors (SMD),expand,0.0015000000,microhenry
C145021,HQ1005C1N5ST,0402,818,1.5nH ±0.3nH 50mΩ,Inductors (SMD),expand,0.0015000000,microhenry
C370196,SDCL1005C1N5BTDF,0402,715,1.5nH ±0.1nH 100mΩ,Inductors (SMD),expand,0.0015000000,microhenry
C108252,CLH1005T-1N5S-S,0402,419,1.5nH ±0.3nH 100mΩ,Inductors (SMD),expand,0.0015000000,microhenry
C365905,CLH1608T-1N5S-S,0603,407,1.5nH ±0.3nH 100mΩ,Inductors (SMD),expand,0.0015000000,microhenry
C114769,MLK1005S1N5ST000,0402,246,1.5nH ±0.3nH 60mΩ,Inductors (SMD),expand,0.0015000000,microhenry
C578015,SCHF201209H1N5ST,0805,145,1.5nH ±0.3nH 100mΩ,Inductors (SMD),expand,0.0015000000,microhenry
C113053,LQG15HN1N5S02D,0402,55,1.5nH ±0.3nH 80mΩ,Inductors (SMD),expand,0.0015000000,microhenry
C370199,SDCL1005C1N5STDFM02,0402,17,1.5nH ±0.3nH,Inductors (SMD),expand,0.0015000000,microhenry
C412261,LQW15AN1N5C80D,0402,3,1.5nH ±0.2nH 28mΩ,Inductors (SMD),expand,0.0015000000,microhenry
C395049,VHF100505HQ15NJT,0402,27068,15nH ±5% 500mΩ,Inductors (SMD),expand,0.015000000,microhenry
C142252,CLH1005T-15NJ-S,0402,17800,15nH ±5% 500mΩ,Inductors (SMD),expand,0.015000000,microhenry
C387862,MHQ1005P15NGT000,0402,10309,15nH ±2% 220mΩ,Inductors (SMD),expand,0.015000000,microhenry
C370189,SDCL1005C15NKTDF,0402,9898,15nH ±10% 500mΩ,Inductors (SMD),expand,0.015000000,microhenry
C108250,CLH1005T-15NJ-S-NP,0402,9800,15nH ±5% 320mΩ,Inductors (SMD),expand,0.015000000,microhenry
C186808,AISC-0402-15NG-T,"SMD,0.6x1.2mm",9408,15nH ±2%,Inductors (SMD),expand,0.015000000,microhenry
C98055,LQW15AN15NG00D,0402,8998,15nH ±2% 160mΩ,Inductors (SMD),expand,0.015000000,microhenry
C502013,MLG1005S15NHT000,0402,8959,15nH ±3% 350mΩ,Inductors (SMD),expand,0.015000000,microhenry
C142514,VHF060303H15NJT,0201,7849,15nH ±5% 710mΩ,Inductors (SMD),expand,0.015000000,microhenry
C98204,SDWL1005C15NJSTF,0402,7658,15nH ±5% 210mΩ,Inductors (SMD),expand,0.015000000,microhenry
C98048,LQP15MN15NG02D,0402,7342,15nH ±2% 1.8Ω,Inductors (SMD),expand,0.015000000,microhenry
C280983,MGCI1005T15NJT-LF,0402,5850,15nH ±5% 600mΩ,Inductors (SMD),expand,0.015000000,microhenry
C186832,AISC-0402-15NJ-T,"SMD,0.6x1.2mm",5436,15nH ±5%,Inductors (SMD),expand,0.015000000,microhenry
C91621,LQW15AN15NH00D,0402,5060,15nH ±3% 160mΩ,Inductors (SMD),expand,0.015000000,microhenry
C346408,FEC1008CP-15NG-LRH,1008,5049,15nH ±2% 100mΩ,Inductors (SMD),expand,0.015000000,microhenry
C295694,FHW0603UC015JST,0603,3998,15nH ±5% 150mΩ,Inductors (SMD),expand,0.015000000,microhenry
C222669,HK160815NJ-T,0603,3884,15nH ±5% 320mΩ,Inductors (SMD),expand,0.015000000,microhenry
C98069,LQW18AN15NJ00D,0603,3730,15nH ±5% 130mΩ,Inductors (SMD),expand,0.015000000,microhenry
C145050,HQ1005C15NJT,0402,3636,15nH ±5% 220mΩ,Inductors (SMD),expand,0.015000000,microhenry
C231879,SCW1608C15NJST,"SMD,1x1.68mm",3567,15nH ±5% 150mΩ,Inductors (SMD),expand,0.015000000,microhenry
C412035,SCC1608C15NJSP,0603,3430,15nH ±5% 600mΩ,Inductors (SMD),expand,0.015000000,microhenry
C127298,HCI1005LF-15NJ,0402,3350,15nH ±5% 500mΩ,Inductors (SMD),expand,0.015000000,microhenry
C139275,VHF201209H15NJT,0805,3158,15nH ±5% 400mΩ,Inductors (SMD),expand,0.015000000,microhenry
C98006,LQG18HN15NJ00D,0603,3105,15nH ±5% 350mΩ,Inductors (SMD),expand,0.015000000,microhenry
C250166,NLV32T-015J-PF,1210,2920,15nH ±5% 160mΩ,Inductors (SMD),expand,0.015000000,microhenry
C281019,MGCI1608H15NJT-LF,0603,2802,15nH ±5% 320mΩ,Inductors (SMD),expand,0.015000000,microhenry
C108963,FHW0805UC015JGT,0805,2792,15nH ±5% 170mΩ,Inductors (SMD),expand,0.015000000,microhenry
C86097,LQP03TG15NH02D,0201,2527,15nH ±3% 1.9Ω 【标准型专用】,Inductors (SMD),expand,0.015000000,microhenry
C405065,CMCC1608C15NJSP,0603,2498,15nH ±5% 600mΩ,Inductors (SMD),expand,0.015000000,microhenry
C219543,SCC1005C15NJSP,0402,2300,15nH ±5% 550mΩ,Inductors (SMD),expand,0.015000000,microhenry
C250143,NLV25T-015J-PF,1008,2090,15nH ±5% 290mΩ,Inductors (SMD),expand,0.015000000,microhenry
C412886,CS0805-15NG-S,0805,1990,15nH ±2% 170mΩ,Inductors (SMD),expand,0.015000000,microhenry
C341794,LQW2BAS15NG00L,0805,1980,15nH ±2% 170mΩ,Inductors (SMD),expand,0.015000000,microhenry
C186910,AISC-0805-R015G-T,"SMD,1.73x2.29mm",1918,15nH ±2%,Inductors (SMD),expand,0.015000000,microhenry
C346298,FEC0603CP-15NG-LRH,0603,1767,15nH ±2% 170mΩ,Inductors (SMD),expand,0.015000000,microhenry
C187034,AISC-1008-R015J-T,"SMD,2.79x2.92mm",1409,15nH ±5%,Inductors (SMD),expand,0.015000000,microhenry
C329619,CS0402-15NH-S,0402,1109,15nH ±3% 170mΩ,Inductors (SMD),expand,0.015000000,microhenry
C75641,FHW1008UC015JGT,1008,845,15nH ±5% 150mΩ,Inductors (SMD),expand,0.015000000,microhenry
C317954,FHW0402UC015JST,0402,640,15nH ±5% 300mΩ,Inductors (SMD),expand,0.015000000,microhenry
C304267,FHW0603UC015GST,0603,549,15nH ±2% 150mΩ,Inductors (SMD),expand,0.015000000,microhenry
C307721,MLG1005S15NJTD25,0402,522,15nH ±5% 350mΩ,Inductors (SMD),expand,0.015000000,microhenry
C90174,VHF100505H15NJT,0402,458,15nH ±5% 700mΩ,Inductors (SMD),expand,0.015000000,microhenry
C370323,SDWL1608C15NGSTF,0603,360,15nH ±2% 150mΩ,Inductors (SMD),expand,0.015000000,microhenry
C316384,SDWL1608C15NJSTF,0603,313,15nH ±5% 150mΩ,Inductors (SMD),expand,0.015000000,microhenry
C577995,SCHF160808H15NJT,0603,236,15nH ±5% 450mΩ,Inductors (SMD),expand,0.015000000,microhenry
C142207,CLH1608T-15NJ-S,0603,231,15nH ±5% 320mΩ,Inductors (SMD),expand,0.015000000,microhenry
C251768,HSC0603-15NJ-T,0603,222,15nH ±5% 180mΩ,Inductors (SMD),expand,0.015000000,microhenry
C94079,LQW15AN15NJ00D,0402,220,15nH ±5% 160mΩ,Inductors (SMD),expand,0.015000000,microhenry
C97979,LQG15HN15NJ02D,0402,200,15nH ±5% 450mΩ,Inductors (SMD),expand,0.015000000,microhenry
C381880,VHF100505H15NKT,0402,200,15nH ±10% 200mΩ,Inductors (SMD),expand,0.015000000,microhenry
C87189,HK100515NJ-T,0402,75,15nH ±5% 460mΩ,Inductors (SMD),expand,0.015000000,microhenry
C251822,HSC0805-15NJT,0805,73,15nH ±5% 170mΩ,Inductors (SMD),expand,0.015000000,microhenry
C408731,SDWL1608C15NJSTFM01,0603,45,15nH ±5% 130mΩ,Inductors (SMD),expand,0.015000000,microhenry
C2917773,L-07C15NJV6T,0402,42,15nH ±5%,Inductors (SMD),expand,0.015000000,microhenry
C280262,CS0603-15NJ-S,0603,33,15nH ±5% 170mΩ,Inductors (SMD),expand,0.015000000,microhenry
C316322,CH1608H15NJ(f),0603,32,15nH ±5% 600mΩ,Inductors (SMD),expand,0.015000000,microhenry
C343197,GGW0805UC015JGT,0805,31,15nH ±5% 170mΩ,Inductors (SMD),expand,0.015000000,microhenry
C145054,SDWL2012C15NJSTF,0805,30,15nH ±5% 170mΩ,Inductors (SMD),expand,0.015000000,microhenry
C316401,SDHL1005C15NJTDF,0402,14,15nH ±5% 500mΩ,Inductors (SMD),expand,0.015000000,microhenry
C107468,BKW0805UC015JGT,0805,7,15nH ±5% 170mΩ,Inductors (SMD),expand,0.015000000,microhenry
C408689,SDWL1005C15NJSTFM01,0402,5,15nH ±5% 160mΩ,Inductors (SMD),expand,0.015000000,microhenry
C778752,MWSD1005C15NJT,0402,5,15nH ±5% 210mΩ,Inductors (SMD),expand,0.015000000,microhenry
C318034,FHW1210HC015JGT,1210,4,15nH ±5% 100mΩ,Inductors (SMD),expand,0.015000000,microhenry
C27143,SDCL1005C15NJTDF,0402,101268,15nH ±5% 500mΩ,Inductors (SMD),base,0.015000000,microhenry
C295154,NLV25T-015J-EF,SMD,2311,15nH ±5% 480mA 290mΩ,Power Inductors,expand,0.015000000,microhenry
C91616,LQH31HNR21K03L,1206,1887,215nH ±10% 520mA 143mΩ,Power Inductors,expand,0.015000000,microhenry
C167461,LQH31HNR21J03L,1206,60,215nH ±5% 520mA 143mΩ,Power Inductors,expand,0.015000000,microhenry
C167492,LQW2BHN15NJ03L,0805,1,15nH ±5% 630mA 120mΩ,Power Inductors,expand,0.015000000,microhenry
C139280,VHF201209HR15JT,0805,61726,150nH ±5% 1.5Ω,Inductors (SMD),expand,0.150000000,microhenry
C76781,MLG1005SR15JT000,0402,20450,150nH ±5% 2.44Ω,Inductors (SMD),expand,0.150000000,microhenry
C219675,SCC1005CR15JSP,0402,9950,150nH ±5% 3.2Ω,Inductors (SMD),expand,0.150000000,microhenry
C44566,SDCL1005CR15JTDF,0402,9211,150nH ±5% 3.2Ω,Inductors (SMD),expand,0.150000000,microhenry
C30618,MLI2012-R15(F),0805,8712,150nH ±10% 400mΩ,Inductors (SMD),expand,0.150000000,microhenry
C404660,MLG1005SR15HTD25,0402,8640,150nH ±3% 2.44Ω,Inductors (SMD),expand,0.150000000,microhenry
C405043,CMCC1005CR15JSP,0402,8550,150nH ±5% 3.2Ω,Inductors (SMD),expand,0.150000000,microhenry
C139223,CMI201209VR15KT,0805,7855,150nH ±10% 250mΩ,Inductors (SMD),expand,0.150000000,microhenry
C268316,VHF100505HQR15JT,0402,7415,150nH ±5% 3.2Ω,Inductors (SMD),expand,0.150000000,microhenry
C316411,SDFL1005LR15KTF,0402,5156,150nH ±10% 900mΩ,Inductors (SMD),expand,0.150000000,microhenry
C155026,FCI2012F-R15K,0805,3800,150nH ±10% 400mΩ,Inductors (SMD),expand,0.150000000,microhenry
C250153,NLV25T-R15J-PF,1008,3662,150nH ±5% 350mΩ,Inductors (SMD),expand,0.150000000,microhenry
C113131,LQW18ANR15G00D,0603,3594,150nH ±2% 1.5Ω,Inductors (SMD),expand,0.150000000,microhenry
C381910,VHF201209HR15KT,0805,3530,150nH ±10% 1.5Ω,Inductors (SMD),expand,0.150000000,microhenry
C87518,MLF1608DR15JT000,0603,3350,150nH ±5% 250mΩ,Inductors (SMD),expand,0.150000000,microhenry
C578007,SCHF160808HR15JT,0603,3258,150nH ±5% 1.8Ω,Inductors (SMD),expand,0.150000000,microhenry
C281036,MGCI1608HR15JT-LF,0603,3070,150nH ±5% 1.5Ω,Inductors (SMD),expand,0.150000000,microhenry
C285970,CLH1608T-R15K-S,0603,2993,150nH ±10% 1.7Ω,Inductors (SMD),expand,0.150000000,microhenry
C413899,MHQ1005PR15JT000,0402,2945,150nH ±5% 2.03Ω,Inductors (SMD),expand,0.150000000,microhenry
C186864,AISC-0603-R15G-T,"SMD,1.12x1.8mm",2886,150nH ±2%,Inductors (SMD),expand,0.150000000,microhenry
C281045,MGFI1608AR15KT-LF,0603,2746,150nH ±10% 600mΩ,Inductors (SMD),expand,0.150000000,microhenry
C343129,GGW0603UCR15JGT,0603,2500,150nH ±5% 800mΩ,Inductors (SMD),expand,0.150000000,microhenry
C281078,MGFI2012AR15KT-LF,0805,2400,150nH ±10% 400mΩ,Inductors (SMD),expand,0.150000000,microhenry
C280249,CL321611T-R15K-N,1206,2340,150nH ±10% 300mΩ,Inductors (SMD),expand,0.150000000,microhenry
C394980,CMI321609VR15KT,1206,2263,150nH ±10% 250mΩ,Inductors (SMD),expand,0.150000000,microhenry
C329441,FEC0805CP-R15J-LRH,0805,2100,150nH ±5% 560mΩ,Inductors (SMD),expand,0.150000000,microhenry
C286760,NLV32T-R15J-EF,1210,2000,150nH ±5% 250mΩ,Inductors (SMD),expand,0.150000000,microhenry
C280464,CS0805-R15J-S,0805,1998,150nH ±5% 560mΩ,Inductors (SMD),expand,0.150000000,microhenry
C295185,NLV25T-R15J-EF,1008,1818,150nH ±5% 350mΩ,Inductors (SMD),expand,0.150000000,microhenry
C251807,HSC0603-R15J-T,0603,1798,150nH ±5% 920mΩ,Inductors (SMD),expand,0.150000000,microhenry
C90216,VHF160808HR15JT,0603,1712,150nH ±5% 1.8Ω,Inductors (SMD),expand,0.150000000,microhenry
C334268,SDWL1608CR15JSTF,0603,1553,150nH ±5% 1.12Ω,Inductors (SMD),expand,0.150000000,microhenry
C186922,AISC-0805-R15G-T,"SMD,1.73x2.29mm",1435,150nH ±2%,Inductors (SMD),expand,0.150000000,microhenry
C318008,FHW1008UCR15JGT,1008,1427,150nH ±5% 700mΩ,Inductors (SMD),expand,0.150000000,microhenry
C412046,SCC1608CR15JSP,0603,1320,150nH ±5% 1.6Ω,Inductors (SMD),expand,0.150000000,microhenry
C107494,CI1608AR15K,0603,1300,150nH ±10% 600mΩ,Inductors (SMD),expand,0.150000000,microhenry
C187046,AISC-1008-R15J-T,"SMD,2.79x2.92mm",1134,150nH ±5%,Inductors (SMD),expand,0.150000000,microhenry
C222680,HK1608R15J-T,0603,975,150nH ±5% 730mΩ,Inductors (SMD),expand,0.150000000,microhenry
C76739,MLF2012DR15JT000,0805,869,150nH ±5% 130mΩ,Inductors (SMD),expand,0.150000000,microhenry
C280496,LT0805-R15J-N,0805,839,150nH ±5% 330mΩ,Inductors (SMD),expand,0.150000000,microhenry
C346338,FEC0603CP-R15G-LRH,0603,820,150nH ±2% 920mΩ,Inductors (SMD),expand,0.150000000,microhenry
C318043,FHW1210HCR15JGT,1210,789,150nH ±5% 250mΩ,Inductors (SMD),expand,0.150000000,microhenry
C139261,FHW0805UCR15JGT,0805,760,150nH ±5% 560mΩ,Inductors (SMD),expand,0.150000000,microhenry
C186994,AISC-1008-R15G-T,"SMD,2.79x2.92mm",709,150nH ±2%,Inductors (SMD),expand,0.150000000,microhenry
C295700,FHW0603UCR15JST,0603,706,150nH ±5% 800mΩ,Inductors (SMD),expand,0.150000000,microhenry
C223432,LBM2016TR15J,0806,652,150nH ±5% 150mΩ,Inductors (SMD),expand,0.150000000,microhenry
C295223,NLCV25T-R15M-EFR,1008,587,150nH ±20% 44mΩ,Inductors (SMD),expand,0.150000000,microhenry
C15566,SDCL1608CR15JTDF,0603,472,150nH ±5% 1.6Ω,Inductors (SMD),expand,0.150000000,microhenry
C280281,CS0603-R15G-S,0603,458,150nH ±2% 920mΩ,Inductors (SMD),expand,0.150000000,microhenry
C486326,MGCI1005TR15JT-LF,0402,440,150nH ±5% 2.35Ω,Inductors (SMD),expand,0.150000000,microhenry
C74320,SDFL2012LR15KTF,0805,376,150nH ±10% 400mΩ,Inductors (SMD),expand,0.150000000,microhenry
C275335,MLK1005SR15JT000,0402,359,150nH ±5% 3.58Ω,Inductors (SMD),expand,0.150000000,microhenry
C162548,LQG15HSR15J02D,0402,307,150nH ±5% 2.99Ω,Inductors (SMD),expand,0.150000000,microhenry
C370389,SDWL2012CR15JSTF,0805,186,150nH ±5% 560mΩ,Inductors (SMD),expand,0.150000000,microhenry
C139257,FHW0603UCR15JGT,0603,164,150nH ±5% 800mΩ,Inductors (SMD),expand,0.150000000,microhenry
C279935,SDFL1608LR15KTF,0603,138,150nH ±10% 600mΩ,Inductors (SMD),expand,0.150000000,microhenry
C251834,HSC0805-R15J-T,0805,82,150nH ±5% 560mΩ,Inductors (SMD),expand,0.150000000,microhenry
C341803,LQW2BASR15J00L,0805,59,150nH ±5% 560mΩ,Inductors (SMD),expand,0.150000000,microhenry
C98090,LQW18ANR15J00D,0603,58,150nH ±5% 1.5Ω,Inductors (SMD),expand,0.150000000,microhenry
C305251,VHF100505HR15JT,0402,43,150nH ±5% 3.2Ω,Inductors (SMD),expand,0.150000000,microhenry
C185913,BKW0603UCR15JGT,0603,32,150nH ±5% 800mΩ,Inductors (SMD),expand,0.150000000,microhenry
C394967,CMI160808VR15KT,0603,32,150nH ±10% 300mΩ,Inductors (SMD),expand,0.150000000,microhenry
C155009,FCI1608F-R15K,0603,25,150nH ±10% 600mΩ,Inductors (SMD),expand,0.150000000,microhenry
C86085,LQM18NNR15K00D,0603,21,150nH ±10% 600mΩ,Inductors (SMD),expand,0.150000000,microhenry
C285947,CS0805-R15G-S,0805,20,150nH ±2% 560mΩ,Inductors (SMD),expand,0.150000000,microhenry
C162635,LQP03TNR15H02D,0201,18,150nH ±3% 9Ω,Inductors (SMD),expand,0.150000000,microhenry
C370363,SDWL1608CR15GSTF,0603,16,150nH ±2% 1.12Ω,Inductors (SMD),expand,0.150000000,microhenry
C307614,LQW18ANR15G80D,0603,14,150nH ±2% 870mΩ,Inductors (SMD),expand,0.150000000,microhenry
C89025,NLV32T-R15J-PF,1210,6,150nH ±5% 250mΩ,Inductors (SMD),expand,0.150000000,microhenry
C295339,NLCV32T-R15M-EFR,1210,5,150nH ±20% 24mΩ,Inductors (SMD),expand,0.150000000,microhenry
C295293,NLV32T-R15J-EFD,1210,5,150nH ±5% 250mΩ,Inductors (SMD),expand,0.150000000,microhenry
C471399,LQG18HHR15J00D,0603,5,150nH ±5% 1.2Ω,Inductors (SMD),expand,0.150000000,microhenry
C280471,CS1008-R15J-S,1008,5,150nH ±5% 700mΩ,Inductors (SMD),expand,0.150000000,microhenry
C393972,FHW0603UFR15JST,0603,4,150nH ±5% 150mΩ,Inductors (SMD),expand,0.150000000,microhenry
C295407,NLCV32T-R15M-EFRD,1210,2,150nH ±20% 24mΩ,Inductors (SMD),expand,0.150000000,microhenry
C365908,CLH1608T-R15J-S,0603,2,150nH ±5% 1.7Ω,Inductors (SMD),expand,0.150000000,microhenry
C346439,FEC1008CP-R15G-LRH,1008,1,150nH ±2% 700mΩ,Inductors (SMD),expand,0.150000000,microhenry
C251876,HSC1008-R15J-T,SMD,3761,150nH ±5% 580mA 700mΩ,Power Inductors,expand,0.150000000,microhenry
C524577,FXL0412-R15-M,"SMD,4.4x4.2x1mm",1758,150nH ±20% 7.5A 8mΩ,Power Inductors,expand,0.150000000,microhenry
C128680,SMMS0630-R15M,"SMD,7.3x6.6x3mm",997,150nH ±20%,Power Inductors,expand,0.150000000,microhenry
C389943,SMIS130804-R15MT,SMD,516,150nH ±20% 45A 0.41mΩ,Power Inductors,expand,0.150000000,microhenry
C162663,LQW2UASR15J00L,1008,363,150nH ±5% 580mA 700mΩ,Power Inductors,expand,0.150000000,microhenry
C524611,FXL1040-R15-M,"SMD,11.5x10x3.8mm",141,150nH ±20% 45A 0.5mΩ,Power Inductors,expand,0.150000000,microhenry
C139207,CMI160808U1R5KT,0603,11429,1.5uH ±10% 700mΩ,Inductors (SMD),expand,1.5,microhenry
C84470,SDFL1005Q1R5KTF,0402,8537,1.5uH ±10% 1.4Ω,Inductors (SMD),expand,1.5,microhenry
C171755,LQM2MPN1R5MG0L,0806,5553,1.5uH ±20% 110mΩ,Inductors (SMD),expand,1.5,microhenry
C73201,SDFL1608Q1R5KTF,0603,4686,1.5uH ±10% 800mΩ,Inductors (SMD),expand,1.5,microhenry
C307605,LQM21NN1R5K10D,0805,4000,1.5uH ±10% 500mΩ,Inductors (SMD),expand,1.5,microhenry
C395013,CMP201209UD1R5MT,0805,3812,1.5uH ±20% 300mΩ,Inductors (SMD),expand,1.5,microhenry
C184208,LQM21PN1R5MC0D/BKN,0805,3553,1.5uH ±20% 325mΩ,Inductors (SMD),expand,1.5,microhenry
C316402,SDFL2012Q1R5KTF,0805,3350,1.5uH ±10% 500mΩ,Inductors (SMD),expand,1.5,microhenry
C74477,CMI321609U1R5KT,1206,3302,1.5uH ±10% 400mΩ,Inductors (SMD),expand,1.5,microhenry
C161084,DFE252012P-1R5M=P2,1008,3106,1.5uH ±20% 60mΩ,Inductors (SMD),expand,1.5,microhenry
C356917,FCI1005F-1R5K,0402,2995,1.5uH ±10% 1.45Ω,Inductors (SMD),expand,1.5,microhenry
C98034,LQM2HPN1R5MG0L,1008,2929,1.5uH ±20% 88mΩ,Inductors (SMD),expand,1.5,microhenry
C2761859,SPM2512-1R5M,1008,2876,1.5uH ±20% 4.2A 82mΩ,Inductors (SMD),expand,1.5,microhenry
C337909,LQM18PN1R5MFRL,0603,2679,1.5uH ±20% 230mΩ,Inductors (SMD),expand,1.5,microhenry
C281090,MGFI2012C1R5KT-LF,0805,2648,1.5uH ±10% 500mΩ,Inductors (SMD),expand,1.5,microhenry
C15581,MLI3216-1R5(f),1206,2627,1.5uH ±10% 500mΩ,Inductors (SMD),expand,1.5,microhenry
C486330,MGFL2012F1R5MT-LF,0805,2600,1.5uH ±20% 160mΩ,Inductors (SMD),expand,1.5,microhenry
C155019,FCI2012F-1R5K,0805,2599,1.5uH ±10% 500mΩ,Inductors (SMD),expand,1.5,microhenry
C395022,CMP321609UD1R5MT,1206,2281,1.5uH ±20% 170mΩ,Inductors (SMD),expand,1.5,microhenry
